Numero sottocartelle totali: 7253
Sottocartelle vuote: 58
Skipped (not directories - years): 0
Skipped (not directories - videos): 0
Skipped frames (_0_ filter): 0
Wells unfiltered (unique keys): 7195
Removed: 355 wells (fewer than 250 frames)
Removed: 78 wells (outliers avg interval)
Valid wells: 6762

-- Per-well detailed stats --
Outliers (avg interval):
('D2014.09.25_S1119_I141', 1): avg=17.3, min=6.3@306, max=1089.1@186, sd=48.8, outliers=1
('D2017.05.29_S1768_I141', 6): avg=15.1, min=9.3@269, max=25.8@345, sd=0.8, outliers=11
('D2017.05.29_S1768_I141', 7): avg=15.1, min=9.3@269, max=25.8@345, sd=0.8, outliers=11
('D2017.05.29_S1768_I141', 8): avg=15.1, min=9.3@269, max=25.9@345, sd=0.8, outliers=11
('D2017.05.29_S1768_I141', 9): avg=15.1, min=9.3@269, max=25.9@345, sd=0.8, outliers=11
('D2017.05.29_S1768_I141', 10): avg=15.1, min=9.3@269, max=25.9@345, sd=0.8, outliers=12
('D2017.05.29_S1768_I141', 11): avg=15.1, min=9.3@269, max=25.9@345, sd=0.8, outliers=12
('D2017.05.29_S1769_I141', 1): avg=15.1, min=5.0@61, max=31.3@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 2): avg=15.1, min=5.0@61, max=31.1@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 3): avg=15.1, min=5.0@61, max=31.1@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 4): avg=15.1, min=5.0@61, max=31.1@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 5): avg=15.1, min=5.0@61, max=31.1@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 6): avg=15.1, min=5.0@61, max=31.1@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 7): avg=15.1, min=5.0@61, max=30.9@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 8): avg=15.1, min=5.0@61, max=30.9@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 9): avg=15.1, min=5.0@61, max=30.9@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 10): avg=15.1, min=5.0@61, max=30.8@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 11): avg=15.1, min=5.0@61, max=30.8@445, sd=1.2, outliers=14
('D2017.05.29_S1769_I141', 12): avg=15.1, min=5.0@61, max=30.8@445, sd=1.2, outliers=14
('D2017.06.01_S1771_I141', 1): avg=15.1, min=7.7@466, max=25.3@188, sd=0.8, outliers=13
('D2017.06.01_S1771_I141', 2): avg=15.1, min=7.6@466, max=25.3@188, sd=0.8, outliers=13
('D2017.06.01_S1771_I141', 3): avg=15.1, min=7.6@466, max=25.3@188, sd=0.8, outliers=13
('D2017.06.01_S1771_I141', 4): avg=15.1, min=7.6@466, max=25.3@188, sd=0.8, outliers=13
('D2017.06.01_S1772_I141', 1): avg=15.1, min=7.5@475, max=30.1@669, sd=1.1, outliers=16
('D2017.06.01_S1772_I141', 2): avg=15.1, min=7.5@475, max=30.1@669, sd=1.1, outliers=16
('D2017.06.01_S1772_I141', 3): avg=15.1, min=7.5@475, max=30.1@669, sd=1.1, outliers=16
('D2017.06.01_S1772_I141', 4): avg=15.1, min=7.5@475, max=30.1@669, sd=1.1, outliers=16
('D2017.06.01_S1772_I141', 5): avg=15.1, min=7.5@475, max=30.1@669, sd=1.1, outliers=16
('D2017.06.01_S1772_I141', 6): avg=15.1, min=7.6@475, max=30.2@669, sd=1.1, outliers=16
('D2017.06.01_S1772_I141', 7): avg=15.1, min=7.6@475, max=30.2@669, sd=1.1, outliers=16
('D2017.06.01_S1772_I141', 8): avg=15.1, min=7.6@475, max=30.3@669, sd=1.1, outliers=16
('D2017.06.05_S1774_I141', 1): avg=15.1, min=8.7@172, max=42.9@273, sd=1.7, outliers=6
('D2017.06.05_S1774_I141', 2): avg=15.1, min=8.7@172, max=42.9@273, sd=1.7, outliers=6
('D2017.06.05_S1774_I141', 3): avg=15.1, min=8.7@172, max=42.9@273, sd=1.7, outliers=7
('D2017.06.05_S1774_I141', 4): avg=15.1, min=8.6@172, max=42.9@273, sd=1.7, outliers=6
('D2017.06.05_S1774_I141', 5): avg=15.1, min=8.6@172, max=42.9@273, sd=1.7, outliers=6
('D2017.06.05_S1774_I141', 6): avg=15.1, min=8.6@172, max=42.9@273, sd=1.7, outliers=7
('D2017.06.05_S1774_I141', 7): avg=15.1, min=8.6@172, max=42.8@273, sd=1.7, outliers=7
('D2017.06.05_S1774_I141', 8): avg=15.1, min=8.6@172, max=42.8@273, sd=1.7, outliers=7
('D2017.06.05_S1774_I141', 9): avg=15.1, min=8.5@172, max=42.8@273, sd=1.7, outliers=7
('D2017.06.05_S1774_I141', 10): avg=15.1, min=8.5@172, max=42.8@273, sd=1.7, outliers=7
('D2017.06.05_S1774_I141', 11): avg=15.1, min=8.5@172, max=42.8@273, sd=1.7, outliers=7
('D2017.06.05_S1774_I141', 12): avg=15.1, min=8.5@172, max=42.8@273, sd=1.7, outliers=7
('D2017.06.06_S1775_I141', 1): avg=15.2, min=14.9@108, max=43.8@191, sd=1.9, outliers=3
('D2017.06.06_S1775_I141', 2): avg=15.2, min=14.7@141, max=43.8@191, sd=1.9, outliers=3
('D2017.06.06_S1775_I141', 3): avg=15.2, min=14.5@197, max=43.8@191, sd=1.9, outliers=3
('D2017.06.19_S1789_I141', 1): avg=15.1, min=9.1@550, max=31.3@261, sd=1.1, outliers=18
('D2017.06.19_S1789_I141', 2): avg=15.1, min=9.1@550, max=31.3@261, sd=1.1, outliers=18
('D2017.06.19_S1789_I141', 3): avg=15.1, min=8.9@550, max=31.3@261, sd=1.1, outliers=18
('D2017.06.19_S1789_I141', 4): avg=15.1, min=8.9@550, max=31.3@261, sd=1.1, outliers=18
('D2017.06.19_S1789_I141', 5): avg=15.1, min=8.8@550, max=31.5@261, sd=1.2, outliers=18
('D2017.06.19_S1789_I141', 6): avg=15.1, min=8.8@550, max=31.4@261, sd=1.2, outliers=18
('D2017.06.19_S1789_I141', 7): avg=15.1, min=8.8@550, max=31.4@261, sd=1.2, outliers=19
('D2017.06.19_S1789_I141', 8): avg=15.1, min=8.8@550, max=31.4@261, sd=1.2, outliers=20
('D2017.06.19_S1789_I141', 9): avg=15.1, min=8.8@550, max=31.4@261, sd=1.2, outliers=21
('D2017.06.21_S1790_I141', 1): avg=15.2, min=11.3@78, max=26.6@556, sd=1.0, outliers=21
('D2017.06.21_S1790_I141', 2): avg=15.2, min=11.1@78, max=26.6@556, sd=1.0, outliers=21
('D2017.06.21_S1790_I141', 3): avg=15.2, min=11.1@78, max=26.6@556, sd=1.0, outliers=21
('D2017.06.21_S1790_I141', 4): avg=15.2, min=11.1@78, max=26.6@556, sd=1.0, outliers=20
('D2017.06.21_S1790_I141', 5): avg=15.2, min=11.0@78, max=26.5@556, sd=1.0, outliers=21
('D2017.06.21_S1790_I141', 6): avg=15.2, min=11.0@78, max=26.5@556, sd=1.0, outliers=22
('D2017.06.21_S1791_I141', 1): avg=15.2, min=7.0@544, max=25.0@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 2): avg=15.2, min=7.0@544, max=25.0@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 3): avg=15.2, min=7.0@544, max=25.0@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 4): avg=15.2, min=7.1@544, max=25.0@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 5): avg=15.2, min=7.1@544, max=25.0@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 6): avg=15.2, min=7.1@544, max=25.0@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 7): avg=15.2, min=7.1@544, max=25.2@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 8): avg=15.2, min=7.1@544, max=25.2@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 9): avg=15.2, min=7.1@544, max=25.2@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 10): avg=15.2, min=7.1@544, max=25.2@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 11): avg=15.2, min=7.1@544, max=25.1@358, sd=1.0, outliers=19
('D2017.06.21_S1791_I141', 12): avg=15.2, min=7.1@544, max=25.1@358, sd=1.0, outliers=19
('D2017.06.26_S1794_I141', 1): avg=15.1, min=14.9@159, max=26.3@66, sd=0.9, outliers=8
('D2017.06.26_S1794_I141', 2): avg=15.1, min=14.9@163, max=26.3@66, sd=0.9, outliers=8
('D2017.06.26_S1794_I141', 3): avg=15.1, min=14.9@22, max=26.3@66, sd=0.9, outliers=8
('D2017.06.26_S1794_I141', 4): avg=15.1, min=14.9@47, max=26.3@66, sd=0.9, outliers=8
('D2017.06.28_S1796_I141', 1): avg=15.1, min=14.5@267, max=29.9@555, sd=0.7, outliers=10
('D2017.06.28_S1796_I141', 2): avg=15.1, min=14.5@267, max=29.9@555, sd=0.7, outliers=10
('D2017.06.28_S1796_I141', 3): avg=15.1, min=14.5@267, max=29.9@555, sd=0.7, outliers=10
('D2017.06.28_S1796_I141', 4): avg=15.1, min=14.5@267, max=29.9@555, sd=0.7, outliers=10
('D2017.06.28_S1796_I141', 5): avg=15.1, min=14.4@267, max=29.9@555, sd=0.7, outliers=10
('D2017.06.28_S1796_I141', 6): avg=15.1, min=14.4@267, max=29.9@555, sd=0.7, outliers=10
('D2017.06.28_S1796_I141', 7): avg=15.1, min=14.4@267, max=29.9@555, sd=0.7, outliers=10
('D2017.07.01_S1798_I141', 1): avg=15.1, min=8.7@86, max=26.9@387, sd=0.9, outliers=12
('D2017.07.01_S1798_I141', 2): avg=15.1, min=8.7@86, max=26.9@387, sd=0.9, outliers=12
('D2017.07.01_S1798_I141', 3): avg=15.1, min=8.9@86, max=26.9@387, sd=0.9, outliers=12
('D2017.07.01_S1798_I141', 4): avg=15.1, min=8.9@86, max=26.9@387, sd=0.9, outliers=13
('D2017.07.01_S1799_I141', 1): avg=15.1, min=9.0@577, max=34.2@567, sd=1.2, outliers=12
('D2017.07.01_S1799_I141', 2): avg=15.1, min=9.0@577, max=34.4@567, sd=1.2, outliers=12
('D2017.07.03_S1801_I141', 1): avg=15.2, min=4.3@457, max=35.6@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 2): avg=15.2, min=4.4@457, max=35.5@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 3): avg=15.2, min=4.4@457, max=35.5@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 4): avg=15.2, min=4.4@457, max=35.5@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 5): avg=15.2, min=4.5@457, max=35.5@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 6): avg=15.2, min=4.5@457, max=35.4@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 7): avg=15.2, min=4.5@457, max=35.4@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 8): avg=15.2, min=4.5@457, max=35.4@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 9): avg=15.2, min=4.6@457, max=35.3@456, sd=1.7, outliers=19
('D2017.07.03_S1801_I141', 10): avg=15.2, min=4.6@457, max=35.3@456, sd=1.7, outliers=19
('D2017.07.10_S1806_I141', 1): avg=15.2, min=9.4@66, max=44.1@268, sd=1.6, outliers=17
('D2017.07.10_S1806_I141', 2): avg=15.2, min=9.4@66, max=44.1@268, sd=1.6, outliers=17
('D2017.07.10_S1806_I141', 3): avg=15.2, min=9.4@66, max=44.1@268, sd=1.6, outliers=17
('D2017.07.10_S1806_I141', 4): avg=15.2, min=9.5@66, max=44.2@268, sd=1.6, outliers=17
('D2017.07.10_S1806_I141', 5): avg=15.2, min=9.5@66, max=44.2@268, sd=1.6, outliers=17
('D2017.07.10_S1806_I141', 6): avg=15.2, min=9.5@66, max=44.4@268, sd=1.6, outliers=17
('D2017.07.10_S1806_I141', 7): avg=15.2, min=9.5@66, max=44.4@268, sd=1.6, outliers=17
('D2017.07.10_S1806_I141', 8): avg=15.2, min=9.6@66, max=44.5@268, sd=1.6, outliers=17
('D2017.07.10_S1806_I141', 9): avg=15.2, min=9.6@66, max=44.5@268, sd=1.6, outliers=16
('D2017.07.10_S1806_I141', 10): avg=15.2, min=9.6@66, max=44.5@268, sd=1.6, outliers=16
('D2017.07.10_S1806_I141', 11): avg=15.2, min=9.7@66, max=44.5@268, sd=1.6, outliers=16
('D2017.07.10_S1806_I141', 12): avg=15.2, min=9.7@66, max=44.5@268, sd=1.6, outliers=16
('D2017.07.10_S1807_I141', 1): avg=15.3, min=7.3@94, max=49.2@267, sd=2.1, outliers=16
('D2017.07.10_S1807_I141', 2): avg=15.3, min=7.3@94, max=49.2@267, sd=2.1, outliers=16
('D2017.07.10_S1807_I141', 3): avg=15.3, min=7.3@94, max=49.2@267, sd=2.1, outliers=16
('D2017.07.10_S1807_I141', 4): avg=15.3, min=7.1@94, max=49.3@267, sd=2.1, outliers=16
('D2017.07.10_S1807_I141', 5): avg=15.3, min=7.0@94, max=49.3@267, sd=2.1, outliers=15
('D2017.07.10_S1807_I141', 6): avg=15.3, min=7.0@94, max=49.4@267, sd=2.1, outliers=15
('D2017.07.10_S1807_I141', 7): avg=15.3, min=7.0@94, max=49.4@267, sd=2.1, outliers=15
('D2017.07.13_S1808_I141', 1): avg=15.1, min=8.8@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 2): avg=15.1, min=8.8@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 3): avg=15.1, min=8.9@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 4): avg=15.1, min=8.9@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 5): avg=15.1, min=8.8@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 6): avg=15.1, min=8.8@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 7): avg=15.1, min=8.8@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 8): avg=15.1, min=8.7@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 9): avg=15.1, min=8.7@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.13_S1808_I141', 10): avg=15.1, min=8.7@452, max=31.1@272, sd=1.0, outliers=15
('D2017.07.22_S1814_I141', 1): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 2): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 3): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 4): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 5): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 6): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 7): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 8): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 9): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 10): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 11): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1814_I141', 12): avg=15.1, min=4.9@80, max=54.1@79, sd=2.5, outliers=7
('D2017.07.22_S1815_I141', 1): avg=15.2, min=10.1@187, max=54.3@79, sd=2.6, outliers=5
('D2017.07.22_S1815_I141', 2): avg=15.2, min=10.1@187, max=54.2@79, sd=2.6, outliers=5
('D2017.07.22_S1815_I141', 3): avg=15.2, min=10.1@187, max=54.2@79, sd=2.6, outliers=5
('D2017.07.22_S1815_I141', 4): avg=15.2, min=10.0@187, max=54.2@79, sd=2.6, outliers=5
('D2017.07.22_S1815_I141', 5): avg=15.2, min=10.0@187, max=54.1@79, sd=2.6, outliers=5
('D2017.07.29_S1821_I141', 1): avg=15.1, min=9.2@212, max=26.1@558, sd=0.9, outliers=15
('D2017.07.29_S1821_I141', 2): avg=15.1, min=9.2@212, max=26.1@558, sd=0.9, outliers=15
('D2017.07.29_S1821_I141', 3): avg=15.1, min=9.2@212, max=26.0@558, sd=0.9, outliers=15
('D2017.07.29_S1821_I141', 4): avg=15.1, min=9.1@212, max=26.0@558, sd=0.9, outliers=15
('D2017.07.29_S1821_I141', 5): avg=15.1, min=9.1@212, max=26.0@558, sd=0.9, outliers=15
('D2017.07.29_S1821_I141', 6): avg=15.1, min=9.1@212, max=26.0@558, sd=0.9, outliers=15
('D2017.07.29_S1821_I141', 7): avg=15.1, min=9.1@212, max=26.0@558, sd=0.9, outliers=17
('D2017.07.29_S1821_I141', 8): avg=15.1, min=9.1@212, max=26.0@558, sd=0.9, outliers=17
('D2017.07.29_S1821_I141', 9): avg=15.1, min=9.0@212, max=26.0@558, sd=0.9, outliers=17
('D2017.07.29_S1821_I141', 10): avg=15.1, min=9.0@212, max=26.0@558, sd=0.9, outliers=17
('D2017.07.29_S1821_I141', 11): avg=15.1, min=9.0@212, max=26.0@558, sd=0.9, outliers=17
('D2017.07.29_S1821_I141', 12): avg=15.1, min=9.0@212, max=26.0@558, sd=0.9, outliers=17
('D2017.07.31_S1822_I141', 1): avg=15.2, min=9.8@541, max=72.4@454, sd=2.4, outliers=14
('D2017.07.31_S1822_I141', 2): avg=15.2, min=9.8@541, max=72.4@454, sd=2.4, outliers=14
('D2017.07.31_S1822_I141', 3): avg=15.2, min=9.8@541, max=72.3@454, sd=2.4, outliers=14
('D2017.07.31_S1822_I141', 4): avg=15.2, min=9.7@541, max=72.3@454, sd=2.4, outliers=14
('D2017.07.31_S1822_I141', 5): avg=15.2, min=9.7@541, max=72.3@454, sd=2.4, outliers=14
('D2017.07.31_S1822_I141', 6): avg=15.2, min=9.7@541, max=72.3@454, sd=2.4, outliers=14
('D2017.07.31_S1824_I141', 1): avg=15.2, min=5.1@445, max=78.4@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 2): avg=15.2, min=5.2@445, max=78.3@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 3): avg=15.2, min=5.2@445, max=78.3@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 4): avg=15.2, min=5.2@445, max=78.3@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 5): avg=15.2, min=5.3@445, max=78.1@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 6): avg=15.2, min=5.3@445, max=78.1@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 7): avg=15.2, min=5.3@445, max=78.1@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 8): avg=15.2, min=5.3@445, max=78.0@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 9): avg=15.2, min=5.4@445, max=78.0@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 10): avg=15.2, min=5.4@445, max=78.0@444, sd=2.8, outliers=16
('D2017.07.31_S1824_I141', 11): avg=15.2, min=5.4@445, max=77.9@444, sd=2.8, outliers=16
('D2017.08.01_S1825_I141', 1): avg=15.2, min=6.9@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 2): avg=15.2, min=6.9@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 3): avg=15.2, min=6.9@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 4): avg=15.2, min=7.0@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 5): avg=15.2, min=7.0@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 6): avg=15.2, min=7.0@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 7): avg=15.2, min=7.1@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 8): avg=15.2, min=7.1@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 9): avg=15.2, min=7.1@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 10): avg=15.2, min=7.2@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 11): avg=15.2, min=7.2@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.01_S1825_I141', 12): avg=15.2, min=7.2@647, max=74.0@357, sd=2.7, outliers=10
('D2017.08.10_S1827_I141', 1): avg=15.0, min=14.9@12, max=16.8@580, sd=0.1, outliers=21
('D2017.08.10_S1827_I141', 2): avg=15.0, min=14.7@1, max=17.0@580, sd=0.1, outliers=33
('D2017.08.10_S1827_I141', 3): avg=15.0, min=14.6@1, max=17.1@580, sd=0.1, outliers=41
('D2017.08.10_S1827_I141', 4): avg=15.0, min=14.5@1, max=17.1@580, sd=0.1, outliers=62
('D2017.08.10_S1827_I141', 5): avg=15.0, min=14.4@1, max=17.1@580, sd=0.1, outliers=74
('D2017.08.10_S1827_I141', 6): avg=15.0, min=14.2@1, max=17.1@580, sd=0.1, outliers=82
('D2017.08.23_S1832_I141', 1): avg=15.0, min=7.4@479, max=22.9@272, sd=0.6, outliers=4
('D2017.08.23_S1832_I141', 2): avg=15.0, min=7.3@479, max=22.9@272, sd=0.6, outliers=4
('D2017.08.24_S1833_I141', 1): avg=15.0, min=13.5@82, max=25.3@177, sd=0.6, outliers=8
('D2017.08.24_S1833_I141', 2): avg=15.0, min=13.5@82, max=25.3@177, sd=0.6, outliers=8
('D2017.08.24_S1833_I141', 3): avg=15.0, min=13.5@82, max=25.3@177, sd=0.6, outliers=9
('D2017.08.24_S1833_I141', 4): avg=15.0, min=13.5@82, max=25.3@177, sd=0.6, outliers=9
('D2017.08.24_S1833_I141', 5): avg=15.0, min=13.5@82, max=25.3@177, sd=0.6, outliers=9
('D2017.08.24_S1833_I141', 6): avg=15.0, min=13.5@82, max=25.3@177, sd=0.6, outliers=8
('D2017.08.24_S1833_I141', 7): avg=15.0, min=13.4@85, max=25.3@177, sd=0.6, outliers=8
('D2017.08.28_S1839_I141', 1): avg=15.0, min=3.5@56, max=31.9@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 2): avg=15.0, min=3.5@56, max=31.9@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 3): avg=15.0, min=3.5@56, max=31.9@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 4): avg=15.0, min=3.5@56, max=31.9@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 5): avg=15.0, min=3.6@56, max=31.9@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 6): avg=15.0, min=3.6@56, max=31.7@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 7): avg=15.0, min=3.6@56, max=31.7@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 8): avg=15.0, min=3.6@56, max=31.7@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 9): avg=15.0, min=3.7@56, max=31.7@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 10): avg=15.0, min=3.7@56, max=31.6@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 11): avg=15.0, min=3.7@56, max=31.6@55, sd=1.1, outliers=11
('D2017.08.28_S1839_I141', 12): avg=15.0, min=3.8@56, max=31.6@55, sd=1.1, outliers=11
('D2017.09.01_S1842_I141', 1): avg=15.1, min=7.8@567, max=29.9@487, sd=0.9, outliers=21
('D2017.09.01_S1842_I141', 2): avg=15.1, min=7.8@567, max=29.9@487, sd=0.9, outliers=21
('D2017.09.01_S1842_I141', 3): avg=15.1, min=7.9@567, max=29.9@487, sd=0.9, outliers=21
('D2017.09.01_S1842_I141', 4): avg=15.1, min=7.9@567, max=29.9@487, sd=0.9, outliers=21
('D2017.09.01_S1842_I141', 5): avg=15.1, min=7.9@567, max=29.9@487, sd=0.9, outliers=20
('D2017.09.01_S1842_I141', 6): avg=15.1, min=8.0@567, max=29.9@487, sd=0.9, outliers=20
('D2017.09.01_S1842_I141', 7): avg=15.1, min=8.0@567, max=29.9@487, sd=0.9, outliers=20
('D2017.09.01_S1842_I141', 8): avg=15.1, min=8.0@567, max=29.8@487, sd=0.9, outliers=20
('D2017.09.01_S1842_I141', 9): avg=15.1, min=8.1@567, max=29.8@487, sd=0.9, outliers=20
('D2017.09.01_S1842_I141', 10): avg=15.1, min=8.1@567, max=29.8@487, sd=0.9, outliers=20
('D2017.09.01_S1842_I141', 11): avg=15.1, min=8.1@567, max=29.7@487, sd=0.9, outliers=20
('D2017.09.01_S1842_I141', 12): avg=15.1, min=8.2@567, max=29.7@487, sd=0.9, outliers=20
('D2017.09.07_S1847_I141', 1): avg=15.1, min=8.1@473, max=32.0@181, sd=1.0, outliers=12
('D2017.09.07_S1847_I141', 2): avg=15.1, min=8.1@473, max=32.2@181, sd=1.0, outliers=12
('D2017.09.07_S1847_I141', 3): avg=15.1, min=8.1@473, max=32.2@181, sd=1.0, outliers=13
('D2017.09.07_S1847_I141', 4): avg=15.1, min=8.1@473, max=32.2@181, sd=1.0, outliers=13
('D2017.09.07_S1847_I141', 5): avg=15.1, min=8.1@473, max=32.2@181, sd=1.0, outliers=13
('D2017.09.07_S1847_I141', 6): avg=15.1, min=8.1@473, max=32.2@181, sd=1.0, outliers=14
('D2017.09.07_S1847_I141', 7): avg=15.1, min=8.1@473, max=32.2@181, sd=1.0, outliers=14
('D2017.09.09_S1849_I141', 1): avg=15.0, min=8.1@578, max=22.7@181, sd=0.7, outliers=16
('D2017.09.09_S1849_I141', 2): avg=15.0, min=8.2@578, max=22.7@181, sd=0.7, outliers=15
('D2017.09.09_S1849_I141', 3): avg=15.0, min=8.2@578, max=22.7@181, sd=0.7, outliers=15
('D2017.09.09_S1849_I141', 4): avg=15.0, min=8.1@179, max=22.7@181, sd=0.7, outliers=15
('D2017.09.09_S1849_I141', 5): avg=15.0, min=7.9@179, max=22.7@181, sd=0.7, outliers=15
('D2017.09.09_S1849_I141', 6): avg=15.0, min=8.0@179, max=22.7@181, sd=0.7, outliers=15
('D2017.09.09_S1849_I141', 7): avg=15.0, min=7.8@179, max=22.7@181, sd=0.7, outliers=15
('D2017.09.09_S1849_I141', 8): avg=15.0, min=7.7@179, max=22.7@181, sd=0.7, outliers=15
('D2017.09.16_S1853_I141', 1): avg=15.0, min=2.6@288, max=28.1@483, sd=0.8, outliers=8
('D2017.09.16_S1853_I141', 2): avg=15.0, min=2.6@288, max=28.1@483, sd=0.8, outliers=8
('D2017.09.16_S1854_I141', 1): avg=15.1, min=3.9@287, max=42.3@663, sd=1.5, outliers=10
('D2017.09.16_S1854_I141', 2): avg=15.1, min=3.9@287, max=42.3@663, sd=1.5, outliers=10
('D2017.09.16_S1854_I141', 3): avg=15.1, min=3.9@287, max=42.3@663, sd=1.5, outliers=10
('D2017.09.16_S1854_I141', 4): avg=15.1, min=3.9@287, max=42.3@663, sd=1.5, outliers=10
('D2017.09.23_S1858_I141', 1): avg=15.1, min=7.4@203, max=26.3@200, sd=0.9, outliers=13
('D2017.09.23_S1858_I141', 2): avg=15.1, min=7.4@203, max=26.4@200, sd=0.9, outliers=13
('D2017.09.23_S1858_I141', 3): avg=15.1, min=7.4@203, max=26.4@200, sd=0.9, outliers=13
('D2017.09.23_S1858_I141', 4): avg=15.1, min=7.5@203, max=26.4@200, sd=0.9, outliers=13
